Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ATCM,4311,001,3,6,2,1,,2,1,,,,,1,,,,,,1,"Camacho, Christopher J",,,,,
ATCM,4312,001,1,1,3,3,4,1,2,,,,1,,1,,,,,1,"Boyd, Elizabeth",,,,,
ATCM,4313,001,,1,,3,2,,3,2,,,1,,,,,,,1,"Lim, Fengjie",,,,,
ATCM,4314,001,1,,,4,1,2,2,,,,1,,,,,,,0,"Salter, Monika M",,,,,
ATCM,4316,001,2,15,,,,,,,,,,,,,,,,0,"Salter, Monika M",,,,,
ATCM,4316,002,,16,,,,,,,,,,,,,,,,0,"McCord, Peter A",,,,,
ATCM,4319,001,,1,4,,2,3,1,,,,,1,4,,,,,0,"Johnson, Casey A",,,,,
ATCM,4319,002,,22,,,,,,,,,,,,,,,,2,"Fechter, Todd A",,,,,
ATCM,4319,003,9,6,1,,,,,,,,,,,,,,,0,"Boyd, Elizabeth",,,,,
ATCM,4320,001,,31,,,1,,,,,,,,,,,,,0,"Nguyen, Josef D",,,,,
ATCM,4327,0H1,,15,9,4,,,,2,,,,,,,,,,0,"Banner, Olivia P","Chowdhury, Nusrat Zahan",,,,
ATCM,4334,HN1,,21,,,1,,,,,,,,,,,,,0,"Nguyen, Josef D",,,,,
ATCM,4338,001,,11,4,1,3,3,,1,2,,,,1,,,,1,2,"Farrar, Eric T",,,,,
ATCM,4339,001,,12,1,,,,,,,,,,,,,,,0,"Farrar, Eric T",,,,,
ATCM,4340,001,,12,2,,13,,,2,1,,,,,,,,,0,"Balsamo, Anne","MacDonald, Dale W",,,,
ATCM,4345,0H1,2,13,1,,,,,,,,1,,2,,,,,0,"Terry, Dean",,,,,
ATCM,4346,001,14,2,,1,,,,,,,1,1,,,,,,0,"Marks, David E",,,,,
ATCM,4350,0W1,9,8,3,4,1,3,,2,,,,,1,,,,,0,"Hewitt, Sharon",,,,,
ATCM,4350,0W2,3,4,5,2,,2,3,,3,,1,1,5,,,,,1,"Hewitt, Sharon",,,,,
ATCM,4364,091,12,,,,,,,,,,,,,,,,,0,"Wood, Harold G",,,,,
ATCM,4364,501,5,6,8,,,,,,,,,,,,,,,0,"Scott, Andrew F","Minnish, Roxanne W",,,,
ATCM,4365,001,,4,5,4,,1,1,1,,,,1,1,,,,,1,"Christopher, Timothy V",,,,,
ATCM,4365,002,5,8,,,1,,,,,,,,4,,,,,1,"Christopher, Timothy V",,,,,
ATCM,4370,001,8,8,8,,1,,,,,,,,1,,,,,0,"Lewis, Timothy M",,,,,
ATCM,4374,001,1,2,7,2,1,1,,,,,,,,,,,,0,"Chandler, Adam W",,,,,
ATCM,4376,001,16,3,,,,,,,,,,,,,,,,0,"Chandler, Adam W",,,,,
ATCM,4377,001,16,1,1,,,1,,,,,,,,,,,,0,"Lewis, Timothy M",,,,,
ATCM,4384,001,,16,,,11,,,7,,,,,4,,,,,3,"Lester, Paul",,,,,
ATCM,4384,002,,12,,,16,,,11,,,,,2,,,,,0,"Lester, Paul",,,,,
ATCM,4384,003,,6,,,17,,,12,,,1,,3,,,,,0,"Lester, Paul",,,,,
ATCM,4397,001,5,8,8,,1,1,1,,,,,,,,,,,1,"McKinney, Mark",,,,,
ATCM,4397,002,7,11,1,1,3,,,,1,,,,1,,,,,0,"Minnish, Roxanne W",,,,,
ATCM,4397,003,2,3,4,1,,4,2,2,4,1,2,,,,,,,0,"Lim, Fengjie",,,,,
ATCM,4397,004,6,1,6,1,4,3,,,,,,,1,,,,,2,"Caldwell, Bryon A",,,,,
ATCM,4397,005,9,5,2,1,3,2,,1,,,1,,1,,,,,0,"Nielsen, Christina R",,,,,
ATCM,4397,006,8,1,,,2,,,4,,,,,,,,,,0,"Trosper, Elizabeth M",,,,,
ATCM,4397,007,10,7,1,,,,,,,,,,1,,,,,0,"Marks, David E",,,,,
ATCM,6000,001,,,,,,,,,,,,,,18,,,,0,"Roemer, Nils H",,,,,
ATCM,6001,001,,,,,,,,,,,,,,18,,,,1,"Terry, Dean",,,,,
ATCM,6301,0H1,,14,,,1,,,,,,,,,,,,2,0,"Terry, Dean",,,,,
ATCM,6322,001,,10,,,,,,,,,,,,,,,,1,"Burrough, Xtine","MacDonald, Dale W",,,,
ATCM,6388,001,,13,2,,,,,,,,,,,,,,1,0,"Knight, Kim A",,,,,
AUD,6113,001,,,,,,,,,,,,,,22,,,,1,"Roeser, Ross J",,,,,
AUD,6306,001,,7,5,,,,,,,,,,,,,,,0,"Assmann, Peter",,,,,
AUD,6311,001,,12,,,2,,,,,,,,,,,,,0,"Clark, Jackie L","Trevino, Monica","Roeser, Ross J",,,
AUD,6318,001,,2,6,4,1,,,,,,,,,,,,,0,"Warner-Czyz, Andrea D",,,,,
AUD,7205,001,,15,9,,,,,,,,,,,,,,1,0,"Le Prell, Colleen G",,,,,
AUD,7220,001,,11,1,,,,,,,,,,,,,,,0,"Lobarinas, Edward",,,,,
AUD,7282,001,,12,,,,,,,,,,,,,,,,0,"Cokely, Carol G",,,,,
AUD,7321,001,,10,2,,1,,,,,,,,,,,,,0,"Lobarinas, Edward",,,,,
AUD,7326,001,,9,2,,,,,,,,,,,,,,,0,"Thibodeau, Linda K",,,,,
AUD,7351,501,,10,,,1,,,,,,,,,,,,,1,"Griffiths, Scott K",,,,,
BA,1310,001,1,2,4,5,7,6,6,12,2,,2,,1,,,,,0,"Hyndman, Kyle B",,,,,
BA,1310,002,3,,4,2,15,8,4,4,3,,,,1,,,,,3,"Hyndman, Kyle B",,,,,
BA,1320,001,2,5,12,6,8,4,7,4,1,,1,,2,,,,1,3,"Blueshtein, Moran","Smith, Jake A",,,,
BA,1320,501,,13,10,8,6,14,3,1,,,,,,,,,,0,"Lewin, Peter","Kelly, Matthew L",,,,
BA,3300,001,,7,5,5,8,5,2,4,,,,,,,,,1,3,"Siegenthaler, Simon",,,,,
BA,3300,002,4,3,4,1,4,3,,1,,,,1,3,,,,,1,"Liebowitz, Stan",,,,,
BA,4V00,501,,14,2,2,,,,,,,,,,,,,,0,"Zydorek, Hubert","Motwani, Harsha Prabhu","Somashekaraiah Prasadaswamy, Priya",,,
BCOM,1300,001,1,,1,1,3,2,4,,1,,1,1,9,,,,,2,"Fry, Jennifer L",,,,,
BCOM,1300,002,,,3,2,,1,3,2,3,1,2,1,4,,,,,0,"Fry, Jennifer L",,,,,
BCOM,3300,001,,1,2,4,10,5,7,5,1,1,1,,8,,,,,1,"McCrady, Victoria D","Pachl, Alanna R",,,,
BCOM,3300,002,,,2,3,4,14,2,5,4,,2,,4,,,,,5,"Armstead, Erica",,,,,
BCOM,3300,003,1,2,7,13,5,4,5,3,1,2,,,,,,,,3,"McCrady, Victoria D","Pachl, Alanna R",,,,
BCOM,3300,004,,6,16,10,4,5,2,,1,,,,1,,,,,0,"Cooper, Austin C",,,,,
BCOM,3300,005,,5,12,7,3,7,1,,1,,,,7,,,,,2,"de los Santos, Veronica",,,,,
BCOM,3300,006,,,5,7,10,5,4,8,2,,,,2,,,,,1,"Watson, John M","Ciovacco, Marisol A",,,,
BCOM,3300,007,,2,4,7,10,7,6,1,,1,1,,4,,,,,1,"Watson, John M","Ciovacco, Marisol A",,,,
BCOM,3300,008,,1,10,10,10,5,2,,,,,1,5,,,,,2,"Watson, John M","Ciovacco, Marisol A",,,,
BCOM,3300,009,,,2,5,13,10,3,3,4,1,,,4,,,,,0,"Watson, John M","Ciovacco, Marisol A",,,,
BCOM,3300,010,,3,3,2,11,8,2,5,,1,1,1,7,,,,,1,"Watson, John M","Ciovacco, Marisol A",,,,
BCOM,3300,011,1,6,13,3,6,6,,1,1,,,1,2,,,,,3,"Walton, Michaella",,,,,
BCOM,3300,012,1,7,15,3,5,5,2,2,1,,,,2,,,,,0,"Walton, Michaella",,,,,
BCOM,3300,013,,2,8,9,4,3,6,3,3,2,,,4,,,,,2,"Said, Stacey",,,,,
BCOM,3300,014,,,1,3,5,7,4,4,2,2,3,2,10,,,,,0,"Watson, John M","Ciovacco, Marisol A",,,,
BCOM,3300,501,,,3,2,5,5,8,3,3,1,,1,7,,,,,3,"Prudhomme-Coleman, Michelle",,,,,
BCOM,4300,001,4,9,11,3,9,4,2,3,2,,1,,,,,,,0,"Smallwood, Margaret G","Ciovacco, Marisol A","Fry, Jennifer L",,,
BCOM,4300,002,5,3,7,5,7,12,3,1,3,1,1,,,,,,,0,"Smallwood, Margaret G","Ciovacco, Marisol A",,,,
BCOM,4300,003,,1,4,1,17,12,2,4,4,,1,,1,,,,,1,"Stewart, Julie",,,,,
BCOM,4300,004,1,6,9,5,10,4,3,6,2,1,1,,,,,,,0,"Smallwood, Margaret G","Ciovacco, Marisol A",,,,
BCOM,4300,005,5,6,9,4,10,6,2,3,3,,,,,,,,,0,"Smallwood, Margaret G","Ciovacco, Marisol A",,,,
BCOM,4300,006,,2,2,8,6,8,4,2,5,3,4,2,2,,,,,0,"Lookadoo, Kathryn","Brundege, William C",,,,
BCOM,4300,007,,3,5,2,6,13,4,1,5,4,1,2,,,,,,2,"Lookadoo, Kathryn","Brundege, William C",,,,
BCOM,4300,008,,8,7,2,10,10,2,5,1,1,1,,,,,,,1,"Lawson, Kristen A","Brundege, William C",,,,
BCOM,4300,009,1,1,1,2,8,6,9,3,5,6,1,2,1,,,,,2,"Lookadoo, Kathryn","Brundege, William C",,,,
BCOM,4300,010,1,,2,7,3,13,6,3,5,1,3,,1,,,,,2,"Tamez, Katrina",,,,,
BCOM,4300,011,,1,2,6,5,9,7,4,3,3,1,,,,,,,2,"Harrison, Megan K",,,,,
BCOM,4300,012,,1,1,5,14,11,14,,1,,,,1,,,,,0,"Bennett, Lance K",,,,,
BCOM,4300,013,,6,4,6,12,10,4,1,1,1,,1,,,,,,2,"Blockley, Caylin",,,,,
BCOM,4300,014,,1,5,6,8,10,3,3,4,,1,3,4,,,,,0,"Moore, Sarah E",,,,,
BCOM,4300,501,1,1,,7,8,12,4,5,2,1,6,1,,,,,,0,"Moore, Sarah E","Pachl, Alanna R",,,,
BCOM,4300,502,,,3,4,5,20,1,4,3,1,1,,3,,,,,2,"Layne, Raini M",,,,,
BCOM,4300,503,1,2,4,3,17,11,1,5,,,,1,1,,,,,0,"Stewart, Julie",,,,,
BCOM,4300,HON,9,22,11,3,7,1,,,,,,,,,,,,0,"Lawson, Kristen A","Brundege, William C",,,,
BIOL,1318,001,,6,,,9,,,8,,,3,,4,,,,,8,"Maitra, Meenakshi",,,,,
BIOL,2111,001,2,1,1,2,,1,4,1,,1,,1,1,,,,,0,"Srikanth, Uma",,,,,
BIOL,2111,002,1,1,2,1,1,3,,,,1,1,2,1,,,,,0,"Srikanth, Uma",,,,,
BIOL,2111,005,4,4,,2,1,1,2,2,2,2,2,2,,,,,,0,"Srikanth, Uma",,,,,
BIOL,2111,006,3,1,1,,2,,1,3,,,,3,,,,,,0,"Srikanth, Uma",,,,,
BIOL,2111,009,1,,,1,,,2,2,2,,3,,,,,,,0,"Srikanth, Uma",,,,,
BIOL,2111,010,1,,,1,1,1,3,2,2,,,3,,,,,,2,"Srikanth, Uma",,,,,
BIOL,2112,001,5,7,3,5,3,,3,,2,1,,,1,,,,,0,"Wilson, Michelle","Mortada, Donna",,,,
BIOL,2112,002,2,5,5,3,4,4,,2,1,2,,,2,,,,,0,"Wilson, Michelle","Prameela, Anusha",,,,
BIOL,2112,003,3,8,8,1,3,3,1,2,,,,,,,,,,1,"Wilson, Michelle","Xia, Jing",,,,
BIOL,2112,004,2,3,6,7,5,3,,2,1,,,1,,,,,,0,"Wilson, Michelle","Suresh, Prarthana",,,,
BIOL,2112,005,2,2,11,5,4,1,,1,1,,,1,1,,,,,0,"Wilson, Michelle","Prameela, Anusha",,,,
BIOL,2112,006,5,5,7,7,3,1,1,1,,,,,,,,,,0,"Wilson, Michelle","Xia, Jing",,,,
BIOL,2112,007,3,6,6,4,3,2,,3,,,,2,,,,,,1,"Wilson, Michelle","Mortada, Donna",,,,
BIOL,2112,008,2,3,1,6,3,3,4,2,3,3,,,,,,,,0,"Wilson, Michelle","Suresh, Prarthana",,,,
BIOL,2112,009,,3,3,4,4,3,2,1,3,3,1,1,,,,,,2,"Padmanabhan, Ramesh","Patel, Ritik J",,,,
BIOL,2112,010,1,7,5,3,2,6,,2,1,,,,,,,,,3,"Padmanabhan, Ramesh","Alemi, Parinazsadat",,,,
BIOL,2112,011,1,6,6,3,4,1,2,1,1,1,,,2,,,,,2,"Padmanabhan, Ramesh","Patel, Ritik J",,,,
BIOL,2112,012,,2,5,5,6,3,,2,1,1,1,1,2,,,,,1,"Padmanabhan, Ramesh","Alemi, Parinazsadat",,,,
BIOL,2112,013,1,3,2,2,5,3,4,3,1,2,1,2,1,,,,,0,"Padmanabhan, Ramesh","Gomez, Jessica E",,,,
BIOL,2112,014,1,2,4,6,2,2,5,,3,,,2,2,,,,,1,"Padmanabhan, Ramesh","Gomez, Jessica E",,,,
BIOL,2112,015,,4,4,2,2,5,1,,3,2,2,,2,,,,,3,"Padmanabhan, Ramesh","Alemi, Parinazsadat","Patel, Ritik J","Gomez, Jessica E","Watson, Trevor J",
BIOL,2112,016,,2,3,6,1,2,7,1,2,2,1,,3,,,,,0,"Padmanabhan, Ramesh","Gomez, Jessica E","Alemi, Parinazsadat","Patel, Ritik J","Watson, Trevor J",
BIOL,2281,301,2,4,3,4,2,4,1,,1,,1,,,,,,,1,"Pickett, Elizabeth A","Ratevosyan, Richard",,,,
BIOL,2281,302,1,7,5,1,4,2,3,,,,,,,,,,,0,"Lin, Wen J","Shashikanth Raj Urs, Karthik Urs Bangalore",,,,
BIOL,2281,303,5,3,4,1,3,3,,,,1,,1,1,,,,,1,"Pickett, Elizabeth A","Ratevosyan, Richard",,,,
BIOL,2281,304,6,4,4,3,2,1,,1,,,,,1,,,,,0,"Lakoduk, Ashley","Shashikanth Raj Urs, Karthik Urs Bangalore",,,,
BIOL,2281,305,2,7,2,2,1,,1,,2,1,,,,,,,,3,"Pickett, Elizabeth A","Mittal, Shubham",,,,
BIOL,2281,306,2,4,2,3,2,3,1,3,,,,,2,,,,,1,"Lin, Wen J","Briggs, Alyssa A",,,,
BIOL,2281,307,6,6,3,2,1,1,,,1,,,,1,,,,,1,"Mehta, Iti","Yetkin, Celal E",,,,
BIOL,2281,308,2,8,4,2,2,1,,1,1,,,,1,,,,,0,"Lakoduk, Ashley","Do, Hung P",,,,
BIOL,2281,309,3,8,5,1,1,,1,2,,,,,2,,,,,0,"Mehta, Iti","Basu, Ujjaini",,,,
BIOL,2281,310,1,10,1,1,3,2,1,,,1,1,,2,,,,,0,"Lakoduk, Ashley","Paredes, Megan",,,,
BIOL,2281,311,5,4,6,2,2,1,1,,,,,1,,,,,,1,"Pickett, Elizabeth A","Tien, Hsin-Jung",,,,
BIOL,2281,312,1,6,4,1,3,2,1,,1,,1,,,,,,,2,"Lin, Wen J","Do, Hung P",,,,
BIOL,2281,313,5,8,4,1,,,1,,1,,,1,1,,,,,1,"Mehta, Iti","Yetkin, Celal E",,,,
BIOL,2281,314,1,2,9,4,2,,1,,1,1,,,,,,,,0,"Lin, Wen J","Paredes, Megan",,,,
BIOL,2281,315,2,6,2,3,2,,1,2,1,,1,,1,,,,,0,"Mehta, Iti","Basu, Ujjaini",,,,
BIOL,2281,316,3,7,1,2,,1,1,1,1,1,,,,,,,,3,"Pickett, Elizabeth A","Mittal, Shubham",,,,
BIOL,2281,317,,6,5,2,2,2,,2,1,,,1,,,,,,1,"Lin, Wen J","Tien, Hsin-Jung",,,,
BIOL,2281,318,5,7,3,1,3,1,1,1,,,,,,,,,,0,"Klang, Ida","Easterwood, Shayne",,,,
BIOL,2281,319,3,4,4,1,3,1,1,2,1,,1,,,,,,,0,"Klang, Ida","Lakoduk, Ashley","Easterwood, Shayne",,,
BIOL,2281,320,1,6,4,1,5,3,2,,,,,,,,,,,1,"Lakoduk, Ashley","Briggs, Alyssa A",,,,
BIOL,2311,001,14,7,5,11,5,6,13,11,6,4,7,12,1,,,,,2,"Srikanth, Uma","Kwende, Sharon A","Zaheen Khan, Fabiha","Miller, Edmund A",,
BIOL,2312,001,24,39,47,38,28,17,9,13,8,6,,4,4,,,,,2,"Wilson, Michelle","Mortada, Donna","Prameela, Anusha","Suresh, Prarthana","Xia, Jing",
BIOL,2312,002,4,29,32,31,26,25,21,10,15,11,6,6,12,,,,,12,"Padmanabhan, Ramesh","Gomez, Jessica E","Alemi, Parinazsadat","Patel, Ritik J","Watson, Trevor J",
BIOL,3101,001,5,1,5,3,2,3,3,7,1,2,,,2,,,,,0,"Dejong, Jeff L","Shah, Viraj S",,,,
BIOL,3101,002,2,1,5,8,4,3,1,6,2,1,,,,,,,,0,"Dejong, Jeff L","Zhang, Bo",,,,
BIOL,3101,003,,1,5,3,5,5,3,6,4,1,,,,,,,,1,"Dejong, Jeff L",,,,,
BIOL,3101,005,,,4,5,1,2,1,6,2,1,,,,,,,,1,"Dejong, Jeff L","Afolami, Olufemi Ifeoluwa",,,,
BIOL,3101,006,,9,2,1,4,5,5,2,4,1,,,,,,,,0,"Dejong, Jeff L","Chaurasia, Akansha",,,,
BIOL,3101,008,,2,1,3,2,3,2,3,5,1,,,,,,,,2,"Dejong, Jeff L","Zhang, Bo",,,,
BIOL,3101,009,,1,2,6,7,4,3,3,3,3,,,,,,,,1,"Dejong, Jeff L","Chaurasia, Akansha",,,,
BIOL,3102,001,4,2,1,3,3,3,4,3,1,5,2,3,,,,,,0,"Srikanth, Uma","Joshi, Purna",,,,
BIOL,3102,002,3,3,7,7,2,2,2,2,2,1,1,3,,,,,,0,"Joshi, Purna","Srikanth, Uma",,,,
BIOL,3102,003,5,5,5,7,1,2,3,1,2,1,2,1,,,,,,1,"Srikanth, Uma","Joshi, Purna",,,,
BIOL,3102,004,5,3,9,4,,2,3,3,1,1,,5,,,,,,0,"Joshi, Purna","Srikanth, Uma",,,,
BIOL,3102,005,3,1,3,1,4,2,7,1,6,,2,5,,,,,,0,"Joshi, Purna","Srikanth, Uma",,,,
BIOL,3102,006,3,,4,6,1,,5,4,1,2,2,7,,,,,,0,"Srikanth, Uma","Joshi, Purna",,,,
BIOL,3161,001,5,3,5,3,5,3,5,,1,3,1,1,1,,,,,0,"Dodani, Sheel C","Stelling, Allison","Jia, Lin","Gavva, Sandhya R","Yaqub, Muneer O",
BIOL,3161,002,,1,,,2,2,1,1,1,,1,1,1,,,,,0,"Jia, Lin","Gavva, Sandhya R","Stelling, Allison","Dodani, Sheel C","Xu, Linyi",
BIOL,3161,003,1,1,7,1,4,2,3,7,2,1,4,3,2,,,,,1,"Dodani, Sheel C","Stelling, Allison","Jia, Lin","Gavva, Sandhya R","Shah, Drashti Riken","Vaidyanatha Subramanian, Varsha"
BIOL,3161,004,,3,,,5,2,2,2,,1,3,,1,,,,,1,"Jia, Lin","Gavva, Sandhya R","Stelling, Allison","Dodani, Sheel C","Salaudeen, Ibrahim O",
BIOL,3161,005,,2,2,1,,3,3,3,4,2,2,2,1,,,,,1,"Gavva, Sandhya R","Jia, Lin","Stelling, Allison","Dodani, Sheel C","Pack, Elizabeth",
BIOL,3161,007,1,3,4,8,5,5,2,3,3,4,,1,,,,,,0,"Gavva, Sandhya R","Jia, Lin","Stelling, Allison","Dodani, Sheel C","Kikumoto Dias, Juliana",
BIOL,3161,008,,5,7,,2,8,5,2,3,,1,1,,,,,,2,"Gavva, Sandhya R","Jia, Lin","Stelling, Allison","Dodani, Sheel C","Akter, Zakia",
BIOL,3161,009,,6,4,,5,4,5,5,1,3,,1,4,,,,,1,"Gavva, Sandhya R","Jia, Lin","Stelling, Allison","Dodani, Sheel C","Nguyen, Trang",
BIOL,3162,001,2,4,2,6,,1,4,,1,2,1,1,,,,,,0,"Candas, Mehmet",,,,,
BIOL,3162,002,1,2,3,2,1,3,3,5,1,2,1,,2,,,,,2,"Reitzer, Lawrence",,,,,
BIOL,3162,003,5,5,4,7,3,6,3,,3,,1,,1,,,,,2,"Candas, Mehmet",,,,,
BIOL,3162,004,,4,1,3,5,5,7,4,4,1,,,1,,,,,1,"Reitzer, Lawrence",,,,,
BIOL,3162,005,,1,6,5,5,6,6,3,3,,2,,,,,,,1,"Candas, Mehmet",,,,,
BIOL,3162,006,1,4,7,8,4,4,5,1,,,1,,1,,,,,4,"Reitzer, Lawrence",,,,,
BIOL,3162,007,2,5,4,4,2,5,4,6,1,,,,1,,,,,3,"Candas, Mehmet",,,,,
BIOL,3162,008,,7,1,4,1,7,5,2,2,2,,1,2,,,,,1,"Reitzer, Lawrence",,,,,
BIOL,3203,101,1,2,5,2,,3,,,,,,,2,,,,,1,"Boyd, Stefanie D","Bonde, Namrata Dinesh","Wickramasinghe, Piumi B",,,
BIOL,3203,601,12,1,3,2,1,1,,,,,,,1,,,,,0,"Guidry, Paula",,,,,
BIOL,3301,001,7,16,25,31,27,24,19,36,23,11,1,,2,,,,,5,"Dejong, Jeff L",,,,,
BIOL,3302,001,23,14,29,28,11,11,24,14,13,10,9,24,,,,,,1,"Srikanth, Uma","Joshi, Purna","Maity, Subhajit","Yamauchi, Stephanie A","Patel, Umar J",
BIOL,3303,001,4,11,1,2,4,3,4,4,4,2,2,5,2,,,,,1,"Boyd, Stefanie D","De Nisco, Nicole J","Shipman, Braden M","Bonde, Namrata Dinesh",,
BIOL,3318,001,21,40,26,5,3,,,,,,,,,,,,,0,"Henson, Uyen N",,,,,
BIOL,3320,001,2,2,1,3,2,1,,,1,,,,,,,,,1,"Hajeri, Vinita","Swanson, Scott",,,,
BIOL,3320,002,2,4,2,,,4,1,1,,,,,1,,,,,0,"Hajeri, Vinita","Swanson, Scott",,,,
BIOL,3357,001,,6,,,5,,1,,,,,,1,,,,,1,"Wu, Zhuoru","Tiwari, Suman",,,,
BIOL,3361,001,3,10,14,5,9,7,11,13,7,8,6,5,3,,,,,2,"Jia, Lin","Boyd, Stefanie D",,,,
BIOL,3361,002,4,11,12,3,10,13,11,6,7,3,4,2,4,,,,,3,"Gavva, Sandhya R",,,,,
BIOL,3361,003,,,4,5,7,5,2,2,1,1,1,1,,,,,,0,"Dodani, Sheel C","Stelling, Allison","Kikumoto Dias, Juliana","Nguyen, Trang",,
BIOL,3362,001,11,27,26,35,21,34,34,18,16,7,6,1,8,,,,,13,"Candas, Mehmet","Reitzer, Lawrence","Soladogun, Adedamola S","Sunder Singh, Jacqulene Preethi","Yetkin, Celal E","Petter, Andrew T"
BIOL,3370,001,7,8,6,5,6,4,6,1,3,,3,,4,,,,,0,"Wu, Zhuoru","Tiwari, Suman",,,,
BIOL,3380,301,1,5,3,1,2,,,2,2,3,,,2,,,,,2,"Pan, Jing","Lalami, Hamza",,,,
BIOL,3380,302,1,2,7,4,3,1,,1,1,1,2,,1,,,,,0,"Rippel, Scott A","Mazambani, Simbarashe",,,,
BIOL,3380,303,2,,2,3,1,5,2,3,,2,,,1,,,,,2,"Rippel, Scott A","Falah, Rafah M",,,,
BIOL,3380,304,2,3,3,,4,1,5,2,,1,,1,1,,,,,0,"Maynard, Caitlin S","Wistrom, Eric",,,,
BIOL,3380,305,,1,4,1,1,6,3,,2,1,2,1,1,,,,,1,"Pan, Jing","Grinffiel, Daniel I",,,,
BIOL,3380,306,6,4,5,3,,,,,,1,,,3,,,,,1,"Maynard, Caitlin S","Wistrom, Eric",,,,
BIOL,3380,307,1,1,5,1,2,3,2,,1,,2,2,1,,,,,3,"Rippel, Scott A","Falah, Rafah M",,,,
BIOL,3380,308,5,1,2,,3,2,2,3,1,1,,,2,,,,,1,"Lakoduk, Ashley","Grinffiel, Daniel I",,,,
BIOL,3380,309,3,5,7,3,2,1,,,1,,1,,,,,,,0,"Pan, Jing","Zhi, Jiahe",,,,
BIOL,3380,310,2,3,3,2,1,3,3,,2,,,2,1,,,,,0,"Maynard, Caitlin S","Mazambani, Simbarashe",,,,
BIOL,3380,311,1,5,7,2,,2,,1,1,,1,,4,,,,,0,"Pan, Jing","Zhi, Jiahe",,,,
BIOL,3385,001,,7,,,7,1,2,4,,,6,,1,,,,,1,"Murchison, David F",,,,,
BIOL,3388,001,6,6,6,1,2,4,3,1,1,,,,,,,,,0,"Rippel, Scott A",,,,,
BIOL,3455,301,3,,2,,2,3,2,1,2,5,1,,8,,,,,3,"Maitra, Meenakshi","Ramirez, Ruben D",,,,
BIOL,3455,302,3,3,4,3,,1,4,3,2,1,3,1,4,,,,1,2,"Maitra, Meenakshi","Ramirez, Ruben D",,,,
BIOL,3455,303,2,8,,5,1,2,2,4,3,1,1,,1,,,,,3,"Wu, Zhuoru","Ramirez, Ruben D","Stevens, Madison E",,,
BIOL,3455,304,3,3,4,,1,1,2,3,3,1,1,1,5,,,,,2,"Maitra, Meenakshi","Ramirez, Ruben D",,,,
BIOL,3455,305,,,,2,,2,6,1,3,3,2,2,10,,,,1,3,"Padmanabhan, Ramesh","Ramirez, Ruben D","Veera, Kavya",,,
BIOL,3455,306,,,1,1,3,5,2,3,3,1,2,4,7,,,,,3,"Padmanabhan, Ramesh","Ramirez, Ruben D","Stevens, Madison E",,,
BIOL,3455,307,1,,4,3,,3,3,5,2,3,1,4,4,,1,,,2,"Maitra, Meenakshi","Ramirez, Ruben D",,,,
BIOL,3455,801,3,3,1,2,2,4,3,7,5,1,,,3,,,,,0,"Wu, Zhuoru","Ramirez, Ruben D","Gong, Hanling","Deese, Alexander R",,
BIOL,3455,802,3,1,3,2,1,3,4,2,1,4,1,3,4,,,,,3,"Sarcar, Subha N","Ramirez, Ruben D",,,,
BIOL,3456,301,3,4,6,3,2,4,4,1,1,3,1,,1,,,,,0,"Yu, Wen H",,,,,
BIOL,3456,302,1,11,5,4,4,2,3,1,2,,,1,,,,,,0,"Sarcar, Subha N","Yu, Wen H","Tran, Phong","Patel, Grishma K",,
BIOL,3456,303,,5,2,2,1,8,5,1,1,1,,,2,,,,,1,"Sarcar, Subha N","Yu, Wen H","Tran, Phong","Patel, Grishma K",,
BIOL,3456,304,3,10,6,3,2,3,3,1,,,2,,1,,,,,0,"Yu, Wen H",,,,,
BIOL,3456,305,6,7,7,4,3,5,,,,,,1,,,,,,0,"Yu, Wen H",,,,,
BIOL,3456,801,2,4,9,3,4,1,3,,1,1,1,2,,,,,,2,"Sarcar, Subha N","Yu, Wen H","Tran, Phong","Patel, Grishma K",,
BIOL,3520,301,3,9,3,1,1,1,2,2,,,1,,,,,,,1,"Mehta, Iti","Chaurasia, Akansha","Dahl, Haley C","Ebrahimzadeh Pirshahid, Tahmineh",,
BIOL,3V00,001,13,18,6,3,3,,,,,,,,1,,,,,0,"Sarcar, Subha N","Chase, Rebecca L",,,,
BIOL,4308,001,9,8,2,3,4,2,,1,,,,,1,,,,,0,"Maynard, Caitlin S",,,,,
BIOL,4310,001,4,13,14,20,10,14,8,6,4,1,1,1,,,,,,3,"Candas, Mehmet",,,,,
BIOL,4330,001,4,8,3,,1,,,,,,,,,,,,,0,"Zhang, Li","Berisha, Eranda","Salamat, Narges",,,
BIOL,4345,001,,38,4,15,12,1,3,3,4,,1,,4,,,,,6,"Wilson, Michelle","Zhabilov, Dannie",,,,
BIOL,4350,501,1,1,3,1,5,3,5,3,4,5,2,4,7,,,,,1,"Ramirez, Ruben D",,,,,
BIOL,4357,001,9,4,3,1,1,1,,,,,,,,,,,,1,"Srikanth, Uma","Sapkota, Darshan","Ziegler, Cheyenne E",,,
BIOL,4360,001,3,1,3,1,4,2,,,,,1,,,,,,,0,"Pickett, Elizabeth A",,,,,
BIOL,4380,301,7,4,5,2,,2,1,1,,,,,,,,,,0,"Sadat, Eva","Konakalla, Anisha Reddy",,,,
